qrID,quoteText,responseText,topic,quote_stance,response_stance,text_disagree_agree,stance_disagree_agree
510@6,you need n't be far left to support reasonable gun regulation what current firearm related issue would drive an anti gunner to commit a terrorist act \? or are you just lumping anyone who supports gun control in with peta and radical environmental groups \? i 'd be watching for the next murderous domestic terrorist to come from the ranks of those sporting teabags wanna place a little wager \?,reasonable gun regulation is an oxymoron like military intelligence you mean like bill ayers \( sic \) and his wife or carl rowen \? wait my bad they are n't from the right,gun control,1,0,0,0
511@0,do you object to this ban for reasons other than it 's a pointless waste of money \? wez,"yes i believe it 's a matter of personal individual freedom if purchased legally , and not used to commit a crime , what harm comes from handgun ownership \? i do n't own one , but i own many other guns if they can ban handguns , what 's to stop them from banning shotguns , or even bb guns \? i do n't believe in a nanny state , taking away my toys for my own good waxy",gun control,1,0,0,0
511@1,has there ever been a case of assault that involved a bayonet attached to a rifle \?,well i heard it was a big concern in la amoing gang circles as the drive by was becoming cowardice so there was a movment by both the bloods and crips to each lead charges by bayonet,gun control,0,0,1,1
511@2,"that makes my point , thanks ! \( of course you did n't have them as part of a gay couple , if that 's the point you were trying to make \)","actually , if you bothered to pay any attention whatsoever , it actually goes against your point entirely just because wsm and i were both in heterosexual style relationships , does n't change the fact that both of us are indeed homosexuals and therefore proves that homosexuals do indeed have children , planned or not mine too was kind of a suprise i was on the pill but was also taking antibiotics at the time and for anyone who does n't already know , antibiotics will completely cancel out the affects of the birth control pill i was not aware of this at the time and low and behold i ended up pregnant with my son p s just for general information , i was not taking the pill for birth control reasons not all women who are prescribed it are even sexually active at all the birth control pill contains synthetic or naturally dirived female hormones , which for some women aids them in attaining a more regular period many women atheletes are prescribed birth control because being extremely athletic can disrupt , postpone or completely do away with a woman 's natural cycle taking birth control helps to normalize female hormone levels such was my case",abortion,0,1,0,0
511@3,"he was barred for presenting hard evidence against the big bang observable evidence he was the head astronomer at mt carmel not just another astronomer he was our best one being barred from the telescopes he was in charge of , being fired , and having to move to germany is not what you consider suppression \? i am not willing to discuss this with you anymore if you refuse to do it honestly you can say anything","he was at various different observatories i 've never heard of mt carmel he worked at lick and palomar \( wait i think lick is on mt carmel maybe \? \) who cares when and where was he barred from using these telescopes \? please provide a link when and where was he barred from presenting his evidence \? please provide a link he published plenty of papers and he even has websites and books but , he only had a few images supporting his hypohtesis that quasars are ejecta from odd galaxies they also had many various doubts associated with them if he had presented hundreds of examples of these things that had no other explanation they would have taken it more seriously \( not that these things were n't taken seriously since they were \) he did n't no one else has come across these things other than one or two that i am aware of , and these are also explained away he was n't fired for just suggesting that the bb was wrong if so he would have been fired in the sixties i do n't even think he was fired but i have n't found info on this i found this page though http www astroleague org al obsclu c arphalt html",evolution,0,1,0,0
511@4,"of course , they threw in that he 's a prof of electrical engineering they could n't help blow a little smoke to haze the issue","and for good reason electrical engineers in general have a pretty poor track record when discussing issues that have nothing to do with electrical engineering examples walter remine , fred williams , etc",evolution,0,1,1,0
511@6,i do n't see how this makes her as an anti gun candidate she 's the one that resisted america signing onto the global arms trade treaty,"so , you do n't see how stating that in a functioning democratic society guns belong only in the hands of the state is not anti gun \? \? maybe you could give us an example of a statement that is more anti gun that that because i am having trouble imagining one",gun control,0,0,0,1
513@1,"the second amendment says , shall not be infringed i support no gun control i do support very strong penalties for using a gun to commit a crime that will take the criminals off the street and with them off the street there are no gun control concerns",so you support allowing a 10 y o to buy an uzi and carry it into a federal court house or school as long as he does not commit a crime \? wow and your logic about taking criminals off the street and then having no gun control concerns would be perfect if we had a finite number of criminals we do n't new murderers and theives and carjackers and dope dealers and bank robbers and child rapists are born every day,gun control,0,0,0,1
513@2,it certainly did n't protect the iraqi people against political tyranny,so taking away all their guns would have been better \? the ruling party was certainly well armed how about the other parties \?,gun control,1,0,0,0
513@3,"oh it has happened but that is not a problem with my son , me or his father it is a problem for the pathetic hate mongers who carried out the acts of harrassment",well i'm glad its no problem for your son no child deserves to be harrassed,gay marriage,1,0,1,0
514@0,"what we have is a misuse of the razor the razor is not supposed to be used for comparing hypotheses instead , it 's supposed to keep hypotheses out of descriptions of phenomenon","just like evolution was n't supposed to be used to show that fundamentalism is wrong \? despite my claims that logic is a better tool for refuting fundamentalism , evolution is perceived as the big threat",evolution,1,1,0,1
514@1,god could have been there for every new evolution invoking that does n't mean if anyone is there to observe it or not means nothing,"so , your saying an eyewitness would mean nothing yeah right",evolution,1,0,0,0
514@4,"if populations of bacteria with the ability to sense light are better suited than other bacteria , how many different types of light sensing bacteria are there \?",try googling it,evolution,1,1,1,1
514@6,"well , evolution by natural selection makes things look as if they were designed for the environment in which they live i do n't presume to give god instructions on how he should go about his work i only observe it","if anyone was going to use the argument that our bodies are flawed to prove that god does n't exist , that would be a debate that could be won no one would debate that our bodies were made all that well although it is amazing that life could have started at just a single cell and worked it 's way up to where it is today so either god did a poor job or evolution did an absolutely spectacular job just how did evolution know that light existed and that it could be seen before creating the eye \? how do we know that there are not many other senses that exist which evolution will show us one day \?",evolution,1,1,0,1
515@0,"they say that there can even be variation within a kind , a sort of biblical evolutionary theory , whereby species develop within the broader kind classifiacation","yes but that means that the cat kind , a single pair , produced 4 genera with 36 species in , at most , a couple hundred years and that does n't even include domestic cats it makes the head of any evolutionary biologist spin ! creationists who wish to deny evolution invoke hyperevolution for thousands of kinds to yield millions of species in hundreds of years and yet , they deny evolution",evolution,1,1,0,1
515@1,"but of course , the real issue is whether or not changing marriage is a civil right to begin with , because these ballot initiatives are generally about whether marriage should be protected from being redefined","no , the issue is about civil rights you just do n't want to publicly oppose civil rights , so you jump through hoops to try to call the issue something else the government is giving out perks and bennies , and has arbitrarily decided to exclude one group from qualifiying , even though they meet all meaningful qualificaitons it 's that simple even you see it look at what you said above not getting married is a civil right changing marriage whenever you dance so prettily it 's clear that you know where the landmines are , and are desperately trying to avoid them",gay marriage,0,1,0,0
515@3,well if it saves my life what is the problem \? \? are n't we pro life here \? \? \? \? \?,"it is much more important that you concern yourself with the destiny of your soul , not how many years you can stay on the earth",abortion,1,0,0,0
515@4,"gee , i wonder why they do n't run these tests corruption \? yes , that 's it corruption oh , and dishonesty","actually , submitting samples that will return bogus dates is dishonest creationists have done this several times",evolution,0,1,0,0
516@2,"if so , why do we still have apes , and why are there no transitional species that we can currently observe statistical averages say we should see a few hundred within the last two centuries , at a minimum","how are we to know that there has not been a few hundred , there are none in my neighborhood , how aboput yours \? \? \?",evolution,0,1,0,0
516@4,you snipped most of my remarks because you were unable to address them you have no answers and have been reduced to insult that means that you have lost the discussion and you know you have lost otherwise you would attempt meaningful answers,"actually , i snipped your remarks because 1 \) you twisted what i said and 2 \) i'm already spending too much time arguing with random complainers and i was in a hurry to do something more important at the time",existence of God,0,1,0,0
516@5,"some animals also have \( superficially \) changes species eg wolves to dogs finally , fossil records show clear evidence of 'macro'evolution","i'm not surprised that no one on your side of the debate would correct you , but wolves and dogs are both members of the same species the canid species , specifically the gray wolf , or the canis lupus which the domesticated dog is an extremely close relative of , differing from it by at most 0 2 of mtdna sequence the evolution of the domestic dog the earliest remains of the domestic dog date from 10 to15 thousand years ago21 the diversity of these remains suggests multiple domestication events at different times and places dogs may be derived from several different ancestral gray wolf populations , and many dog breeds and wild wolf populations must be analysed in order to tease apart the genetic sources of the domestic dog gene pool a limited mtdna restriction fragment analysis of seven dog breeds and 26 gray wolf populations from different locations around the world has shown that the genotypes of dogs and wolves are either identical or differ by the loss or gain of only one or two restriction sites22 the domestic dog is an extremely close relative of the gray wolf , differing from it by at most 0 2 of mtdna sequence in comparrison , the gray wolf differs from its closest wild relative , the coyote , by about 4 of mitochondrial dna sequence14 \( fig 4 \) therefore , the molecular genetic evidence does not support theories that domestic dogs arose from jackal ancestors24 dogs are gray wolves , despite their diversity in size and proportion the wide variation in their adult morphology probably results from simple changes in developmental rate and timing 25 link to source site http www idir net wolf2dog wayne2 htm here 's a lineage graph http www idir net wolf2dog images w2fig4 gif and what fossil records can you show that one species of animal has evolved into another species of animal \?",evolution,1,0,0,0
516@6,"let me try to translate into words 1 if there is a god in this world , there is a god in all worlds 2 there being a god is a possibility 3 if there 's a god in all worlds , there 's a god in this one 4 there not being a god in all worlds implies that there 's is n't a god in any world \( all or nothing \) 5 there is either a god in all worlds or there is n't a god in all worlds 6 from 4 , 5 there either is a god in all worlds or no god in any world 7 if there 's no god in this world then there 's not a god in all worlds 8 there 's either a god in all worlds or there is no god in any world 9 since god is a possibility we know the statement there is no god in any world is false 10 since there 's a god in all worlds there 's a god in this one from 3 is this the right interpretation \? if it is there is one flaw in it 9 is flawed just because there 's a possibility of a god does n't mean that there is a god in some world , just that there 's a possibility of him being in some world","i'm impressed ! this is a very precise description , in regular english and yes , the deduction in 9 seems presumptious if all we state is god has a possibility of existence how this was cleverly cleared up \( from the same source site \) was simply a trip back to the definition greatest possible being the greatest possible being , by definition , must have a possible existence in otherwords , we cannot assume that there is a possibility that the greatest possible being does not exist yeah , it sounds like the whole proof is pointless because your premise is already the proof just keep in mind that for the purposes of this proof , god is defined as the greatest being possible as long as that definition is maintained , the proof works does that mean that god exists \? hmmm",existence of God,0,0,1,1
517@0,"a facinating way of framing it i should say i could simply reply that pregnancy is preventable , that it is not a permanent condition and if one is patient it will end with the child 's birth i could also point out that the fetus is not responsible for the pregnancy in that it did not decide on it 's own to come into existence and plant itself in the mother 's womb but rather it was the mother and father that made the child through their actions so why is it made to pay the ultimate price \?","this is different than stating that abortion is the same , in principle , as killing a born child we are back on the question of why would someone do this horrible thing which pro life people continually ask and has been answered in many ways by many people there are many threads on the subject that the fetus did not come into existance by it 's own choice is really irrelevant that it did not cause problems of it 's own actions does not mean that it does not cause problems",abortion,1,1,0,1
517@1,how about a sin tax of 100 each time you buy a gun and 10 each time you buy a bullet \? its fair because it would help pay for all the damage guns do to society rights come with responsibilities,should all drivers have to help pay for harm done by irresponsible drivers \?,gun control,1,1,0,1
517@2,"all of the british papers keep going on about how bad it is , how more people than ever are being gunned down in the streets , how guns are being imported into britain and resold through underground channels , how criminals employ young women to act as gun mules for transporting and storage , etc now who should we believe more , your or the papers that relate the news to us \?","is that a trick question \? no , the tabloid and other gutter press keep going on about how bad it is , because they sell papers by fanning fear and hatred , and fear of crime is one of their biggest markets yes there has been an increase in gun crime over the years , but that 's largely attributable to increased attractiveness of crime in a society where social mobility has come to a standstill in any case the number of incidents where firearms are used in crime is still very small , which is why every time someone gets shot it is headline news guns are incredibly rare in this country , the only time i 've seen guns in real life \( other than air rifles \) is on a military base",gun control,0,1,0,0
517@3,"right now , the majority of americans do believe that gay marriage is wrong this has been demonstrated in 19 states that overwhelmingly voted against gay marriage you have your work cut out for you in trying to convince the majority of americans that there is a benefit to society in allowing gay marriages","well , certainly i do n't expect to change the minds of millions of americans , and that is not my goal my goal is to convince readers of my writing that americans should agree with same sex marriage because it is morally correct to do so",gay marriage,0,1,0,0
518@0,"then you would have to be believe that out of the supposed millions upon millions of people who walked the earth none of them were pregnant and there were no newborns either then again , to be christian , you also have to believe the world was created in 7 days and their was a biblical great flood too the best part about writing a fairytale is that the author gets to make up everything as they go along","or could it be possible that god , as the sovereign and just creator of the universe , through his divine will , could have orchestrated the world in such a way , that there was not one pregnant person on the earth during this time period \?",abortion,1,0,0,0
518@2,"in other words , i ca n't see id theory , which seems to me to be essentially a form of theistic evolution , being compatible with young earth creationism , or for that matter , with any form of literal creationism","that is an interesting point from what i have read of id there are a number of tenants it does not oppose \( a good example being a very old earth universe \) that would instantly put it at irreconcilable loggerheads to yecism imo id its the ultimate god of the gaps outlook it follows modern scientific understanding in certain well established areas and then invokes the our understanding ends here , this is where god is clause it is certainly more cerebral than the blatant yec pseudoscience but on one level at least \( god has had and continues to have a direct hand in shaping the universe and all the is within it \) it is just the same oh and",evolution,1,1,1,1
518@6,are they planning fun fair rides and people dressed as mickey mouse at this place \? that gives me an idea why do n't we have a competition to come up with the best suggestion for a display or show at this theme park \?,"it 's not a theme park it is a museum similar to the natural history museum in london , the only difference being that they take a biblical stance of our origins rather than an evolutionary view",evolution,1,0,0,0
519@0,"the violinist analogy suggests that a mother has no more responsibility for the welfare of her child than she has to a total stranger mcdonagh 's view is even worse she argues the child is not merely a stranger , but a violent assailant the mother needs to ward off in self defense","'self defense' never enters into it , imo unwillingness to share ones body is not necessarily self defense , so this does not apply",abortion,1,1,0,1
519@1,"you do n't seem all that upset over eight children being murdered why , is the number too low before you get your dander up \? does the anti gun crowd have a threshold of death that has to be reached before there 's outcry over it \?",another slimy attempt by you to misrepresent my position of course eight children being murdered is a horrible tragedy but statistically it does n't tell us anything you and your comrades might want to educate yourselves about the meaning of statistical significance before responding,gun control,0,1,0,0
519@3,"now , deny that without thought does that make you a zealot \? or is your proof more concrete than speculation and concensus \?","i think that with only a little bit of thought , your objections can be dismissed as unworthy , anti scientific dissembling that does n't take scientific reality into account probably in order to advance a religious agenda !",evolution,1,1,0,1
519@6,"that much can be said but we can provide evidence for the existence of god in other ways that require us to use logic and reasoning we might reason for instance , say that if jesus' body was still rotting in the tomb , then it is most likely that the authorities would have displayed it in order to crush the christian faith \( for they had every motive to \) and if they had produced the corpse , then it is almost certain that christianity would have been destroyed \( for the early christians believed in nothing less than the literal bodily resurrection \) given that the faith was not destroyed , it is implausible that his body was still in the tomb of course , there is a whole lot more to consider than this furthermore , a miraclous event \( such as jesus' resurrection \) is improbable on the assumption that the miracle did not occur but is to be expected on the assumption that it did that is , if there was no resurrection , the emergence of christianity is highly improbable but if there was a resurrection , the emergence of christianity is very likely this is in the form if a happened , then it is most likely that b","yes , on the grounds of mostly likely we can make reasonable assumptions but we must still treat them as such part of the catch of god 's existence is that no evidence of his existence cn ever be found if jesus actually physically performed observable miracles , even 2000 years ago , then it would surely proven that the supernatural can and does \( or did \) exist in reality however , even jesus 's ministry contradicts the faith theory how can god expect faith from those who have n't observed on the grounds of those who have \? if people can observe the manifested power of god in reality , then they have physical evidence that god exists but this conflicts with the nature of god from a biblical standpoint in other words , the bible cannot claim that physical evidence for the existence of god can exist , and then that it cannot exist , without contradicting itself what we end up with is the predicament that any physical evidence that could possibly support god 's existence is evidence against god 's existence \( at least from a biblical standpoint \)",existence of God,1,0,0,0
520@1,"you know something is wrong with this world when people start calling embryos and non sentient life forms victims and referring to martin luther king jr to justify their views it seems today that anyone that shows any decency or slight intelligence or common sense is labeled a radical leftist man , the republicans are getting desperate when you see them trying to equate embryos to men using mlk","you know something is wrong with this world when people attack the act of posting an opinion \( that of ms king \) and another condemns the idea that someone may read it and develop their own opinion saving lives is not just a republican goal and yes it is an act of desperation all acts are an act of desperation when it comes to saving the natural process of life with out interference of those who place their comfort above the life inside them whatever is wrong outside the womb , is not the fault of the inhabitant within the womb",abortion,1,0,0,0
520@2,every human i know is able to breed,how about people who do n't live in a well developed country \? they ca n't get treatment for all of their diseases,evolution,0,1,0,0
520@4,"guns are banned , now what \? 1 \) gun confiscation \? \( \) 2 \) gun buy back \?",why either of those \?,gun control,0,1,0,0
520@5,"and regarding your fallacious example regarding nylon eating bacteria , are you suggesting that the chemical ingredients that make nylon never existed before man combined them to create nylon \? the bacteria works on a microscopic level and could n't care less what product we have made from those chemicals which it thrives on so your example is both fallacious and moot","oh deary me , no where do i even start \? the bacteria and enzymes in your gut and intestinal tract that digest food are every bit as microscopic , and they thrive on specific compounds , not elements sugars and fats are plain old carbon , hydrogen and oxygen you could get exactly the same atoms into your body by drinking water and eating graphite and you 'd die can you digest cellulose \? no but other animals can , because they have enzymes that can break it down it 's still all just carbon , oxygen and hydrogen but that 's like saying everybody 's front door key is just 'brass' it is n't the fact that it 's brass that unlocks your door , it 's the shape it 's formed into",evolution,0,1,0,0
520@6,"originally posted by voiceofreason yeah , right i'm not going to take that statistic seriously it does n't agree with the study done by the violence policy center and what about all the terrorists that buy guns from gun shows \? we ca n't ignore that","we need to ban box cutters we need to ban box cutter shows we need to prohibit box cutters on school campus we need to to ban extra efficient assault box cutters because the can open more boxes than regular boxes we need to register all box cutters we need to reduce the box cutter supply to prevent box cutters from getting to criminals regular people do n't need box cutters , they can just use pointy sticks to cut tape on boxes did you notice they did not use guns terrorist in our country used box cutters and fertilizer and u hauls to kill people we need to ban fertilizer and u hauls",gun control,1,0,0,0
521@0,"the conclusion is that the eye , a complex visual system , was fully formed and functional extremely early in the fossil record obviously , this is not predicted by evolutionary theory 38","misleading having complex eyes in trilobites in no way contradicts evolution 1 \) evolution holds that primitive eyespots predated the cambrian explosion \( probably in a small , simple worm of some sort and worm tracks have been found in pre cambrian strata \) this is based on genetic evidence such as the universality across quite diverse animal phyla of pax and other regulatory genes involved in the development of visual systems in extant animals 2 \) we know of extant organisms simpler than trilobites that have simpler visual systems , such as some algae , sponge larvae , the unicellular euglena , and some jelly fish , all of which use photoreceptors for phototaxis evolutionary theory holds that these simpler organisms with their pre visual photoreceptors arose prior to triolobites",evolution,0,1,0,0
521@2,b b you have not had many real conversations with pro choicers then the planned parenthood motto is every child a wanted child ',"and if you 've ever read any of the speeches by pp 's founder , you 'd also know that every child should be a white child , too she was an extreme racist and started pp as a means of stopping the increasing number of poor blacks there was no altruism involved in pp 's birth",abortion,1,0,0,0
521@3,why should people be allowed to vote on my marriage \?,"this question is premised on an untenable assumption that people should not be allowed to vote on particular issues this premise is clearly not true in any democratic society , and is especially not true in the united states in the united states , it is a contradiction in terms to say someone is not allowed to vote on x i have demonstrated this before , and yet the same silly question keeps coming up",gay marriage,1,0,0,0
521@5,"isaac newton sought out the hand of god , through science he is a prime example of what i mean",do you mean someone who was wrong \? i asked you before to give an example of where newton found empirical evidence of god you failed to do so i suspect that you ca n't,evolution,0,1,0,0
522@0,belief that memory and free will exist but do not take up space does not require belief in a personal god,"well memory is not something that is immaterial is it its always implemented in the form of material processes well known to biochemistry metabolism , ion flows , neuron activity and interconnections , along with potentiation of those connections into networks free will of course is what we call the experience of our choices being not wholly determined by external states alone by no means does that exclude the fact that our internal states \( of which we are largely ignorant \) also play a role the autonomy arises from the operation of the brain and those internal states again a purely materialist explanation and there is no evidence of anything other than material processes in the experience of free will in other words neither memory nor free will require a non materialist viewpoint",evolution,1,1,0,1
522@2,it does highlight how criminals have easy access to weapons simply through burglary,what this highlights is that the laws of the land are ignored and some people try to place the blame on the victims,gun control,1,0,0,0
522@4,the only obsession is see is the obsession gays have in seeking acceptance for their lifestyles,"you keep starting all these threads on gays , that 8217 s called obsession",gay marriage,0,1,0,0
522@5,sure so if it was 2 5 billion or trillion \( different scientists \) where di we come from \? like ya ya ya the big bang but where did the pool of amoebas come from \? and where did the charge of electricity \( lightning bolt \) come from \? it just is a whole bunch of ideas coming from some fat guys with no women in their life,"you mean priests \? because i hear the ladies are crawling all over them , ca n't get enough of that catholic loving",evolution,0,1,0,0
523@0,you might be interested to know that chicago had a black mayor from 1983 to 1987 while the ban was in effect you 're just playing the race card,and daley fought harder than anyone to keep it in place what 's your point \?,gun control,1,0,0,0
523@2,"it turns out that the fossil record is excellent evidence in favor of evolution this because not only are transitional fossils found , that is fossils that have in between characteristics that link later groups with earlier groups , but these transitionals usually have precise characteristics that were predicted by the theory of evolution even before their discover","actually , you have been lied to here from my knowledge the fossil record does not show in between types darwin said that the absence of such intermediates was the most obvious and serious objection against his theory nearly 150 years later , dr david raup , the head of one of the great museums in america , said that the situation concerning missing links has n't changed much and that we have even fewer examples of evolutionary transition than we had in darwins times the late dr colin patterson was senior paleontologist at the british museum of natural history as well an being an evolutionist and a fossil expert he wrote a significant book on evolution but when someone asked him why he did not show any pictures of in between forms in his book , he wrote the following i fully agree with your comments on the lack of direct illustration of evolutinoary transitinos in my book if i knew of any , fossil or living , i would certainly have included them you suggest that an artist should be used to visualise such transformations , but where would he get the informatino from \? i could not , honestly , provide it , and if i were to leave it to artistic licence , would htat not mislead the reader \? i wrote the text of my book four years ago in the book he does talk of his belief in some transitions my dialogue if i were to write it now , i think the book would be rather different gradualism is a concept i believe in , not just because of darwin 's authority , but because my understanding of genetics seems to demand it yet famous fossil expert stephen j gould and the american museum people are hard to contradict when they say there are no transitinoal fossils as a palaeontologist myself , i am much occupied with the philosophical problems of identifying ancestral forms in the fossil record you say that i should at least show a photo of the fossil form which each type of organism was derived i will lay it on teh line there is not one such fossil for which one could make a watertight argument patterson came under fire from fellow evolutionists for having made this and similar candid admissinos , and attempted to soften the remarks retrospectively however , the language is clear and unmistakable stephen jay gould , evolutionist said this the lack of transitional fossils is the trade secret of palaeontology all quotes came from the revised quote book you interestingly bring up human evolution human evolution is blank and filled with a tonne of holes that would sink the titanic let us go through the basic evolutionary candidates australopithecines \( lucy fossil type \) dr charles oxnard is one of a growing number of evolutionist anatomists who have examined vast numbers of measurements by computerized multivariate analysis \( an objective method that does not depend on preconceived beliefs about ancestry \) , do not believ that these creatuers are human ancestors he states that although initally it was though that they were human like or at least intermediate between apes and humans , the reality is that they differ more from both humans and african apes than do these two living groups from each other the australopithecines are unique recent cat scans of the bony labyrinth which once housed their organ of balance have shown conclusively that they did not habitually walk upright , as many still insist homo habblis many scientists \( evolutionary scientists included \) are now recognising that habblis is a waste bin of two or more creatures , and hence , is an invalid category even so , the cat scans have determined that habblis was less bipedal than australopithecines so we are actually de evolving if you will homo erectus and neandertals once again , cat scans have shown that erectus and neandertals walked up right just like us they would be able to run , hop , skip , jump , etc , and do all the things that we do today many scientists now classify erectus and neandertals as true humans and it has been known that neandertal types had been living at the same time as modern types tools found on an indonesian island in associatino with stegodon \( an extinct elephant \) remains have cause evolutionist dr alan thorne to suggest that these so called pre human ancestors had seafaring skills and technology as far back as 1993 he said , they 're not i e should n't be called homo erecus , they 're people this quote came from the australian , 19 august 1993 if one uses the evolutionists' own timescales and criteria for classification and plots all hominid fossil discoveries on a chart , it will readily be seen that the idea of any evolutionary sequence is a shambles \( m lubenow , bones of contention \) i found it interesting that you got your information from talkorigins com they totally do not know what they are talking about in one article that i saw regarding snrs they totally changed the scientific evidence to suit their own theory , as for one , the article was not written by an educated person , nor did it have any references unlike the article on snrs that was written by answers in genesis many of their arguments , like the one on your link can be easliy refuted other articles employ what is known as the straw man argument tactic , i e using an argument that can be easily refuted and one that is not held by anyone if evolution is true , than we should expect to find millions and millions of fossils of in between forms , right \? well , the truth is , we do n't some evolutionists claim there are some maybe a handful of such in between fossil types \( highly , highly , highly debatable \) other leading experts have rejected soe or all of these what is not well known is that the interesting fossil creature archaeopteryx , often used as an example of a transitional form between reptiles and birds shows none of the crucial transitinoal structures which would strongly argue for transitional status the feathers are fully formed , and the wings are proper wings it has the backward facing claw and curved feet characteristic of perching birds it wasmost definitely not , as some would reconstruct it , a running feathered dinosaur in fact , the same can be shown to be true for whale evolution animals such as the ambulocetus and the basilosaurs these are not evolutionary transitional forms , as you are often told many evolutionists do not even acknowledge them , but this does not mean that they do n't believe in their theory so in this respect , the fossil record does not show evolution as you are commonly told in fact , it tells us that things breed true to their kind , i e horses produce horses , cats produce cats and so on you than go onto challange",evolution,1,0,0,0
523@4,"when dr richard dawkins admits that universal love and the welfare of the species as a whole simply do not make evolutionary sense , he is confirming that tere is no way or it is very unlikely to arrive at personal morality from an impersonal universe",and i ask the question again have you read dawkins \? do you actually know what he says \? it 's a bit disengenuous to make such statements if you have n't read the books in question how shall i say this \? you have been duped well that 's going to be censored !,evolution,0,1,0,0
523@5,"in principle , given adequate evidence etc , there is nothing in the material world that cannot be explained by science",are you saying that given enough time you can come with answers \? that 's a statement of faith,evolution,1,0,0,0
524@3,i'm not against concealed carry in principle but open carry seems silly to me i smell posers,"to each his own if you got it flaunt it think of all the pretty , fashionable gun rigs that would spawn darn sinjin , you might have to get an outfit to get a date course if you carried concealed like say , mike hammer , you might have to get a bowler or little cs hat \? think of all the jobs it would create leather workers engravers gun finishes more stylish guns corner gun stores and ammo at the local grocery , mail order business and on and on and on posers \? that is about all there is in kalifornia now is n't it \? it does n't bother you to watch scantily clad women or men , whatever your preference is why would full free exercise of a right freely stated in the constitution be any different \? oh , and on topic , end the pathetic pleas of the brady cowards and howls from vpc calling for discrimination and getting sued for demanding a starbucks or any other emporium banish a citizen exercising a right",gun control,1,0,0,0
524@4,who are you to tell me which tools i need \? the second amendment has nothing to do with hunting and in a free country again i ask if i am not a criminal what threat do i pose to you if i have a friggin howitzer \? btw sterm guerrer \( or something close \) was a termed coined by the nazis for a small fully automatic weapon \( i e mp44 or todays mp5 \) translate sterm guerer it is assault weapon know the sources of things and the motives become clear molon labe ! !,"go get them rev it absolutely astounds me that there are americans who feel that they can me people justify things that other americans want to do this country is based on having to justfy nothing to anyone i do not have to explain my actions to anyone except in a court of law under criminal charges i do not have to explain my need to a court of have a firearm or anyone else just like other things in the constitution 1 \) do not have to justify need to by any kind of legal property or enter into any contract 2 \) do not have to justify need to publish a political statement 3 \) do not have to justify need to own a big house or a gold plated toilet 4 \) do not have to justify need to burn 20 bills in my fireplace 5 \) do not have to justify need to go or move in any public space all this i can do without askingpermission from nobody i do not need permission to buy and own , as many , or type of legal property , including guns",gun control,0,0,1,1
525@3,"a gun death is a gun death , whoever pulls the trigger","i believe the hunter who handed the rifle to the actor and the tv crew lacked an awareness of the firearm 's potential danger , another police official said how is anyone to learn any potential of a firearm if it is to be locked away and not seen \? besides that little piece about lacking awareness i do n't really buy it a gun death is a gun death , whoever pulls the trigger \? serious question , penfold , and i will even dispense with the comrade , are you a plant just to get people going \? or did you actually have someone close to you hurt or killed by a firearm \? and if so i apologize '",gun control,1,0,0,0
525@4,"many on the religious right claim a belief in the existence of satan and blame him for many of the evils in this world i am curious why people believe that satan is responsible for those evils , not men and their weaknesses","answers include but are not limited to people need a solution for the problem of evil people want to have an objective standard for good and evil god said it , i believe it , that settles it",existence of God,1,0,1,0
525@5,"if so \( and i ca n't be bothered to read the op \) , its not a fair comparison","actually , you make it clear that it is fair",evolution,1,1,0,1
526@0,"god does not fill the word who because to most accounts he is not a person , or being","a being is something that is conceivable as existing or something that actually exists a human being is one of us , a homo sapien , a member of the group of beings known as animals a rock is a being of inanimate qualities god is the supreme being , not capable of being understood totally as this would put him \( or it , or she \) on the same level as those that he created we will never be able to define exactly what or who god is ! god is great god is good let us thank him for our food god is my shepherd god is my light god is my co pilot god is what keeps me from believing that all this \( the totality of all things and happenings \) came about by accident when god made man , she was only kidding !",existence of God,0,1,0,0
526@1,"if you ground him from using the phone , you 're a terrible father for tapping him on the wrist in other words , you are n't showing love","so it would be more loving to severely beat the child forever \? hey timmy , remember when you were 3 and you wrote on the wall with that crayon \? bam smack",existence of God,1,0,0,0
527@0,is there some sort of a symbolic potent phallic aspect to holding a gun in one 's hand \?,"different sort of penetration , so no",gun control,1,1,0,1
527@1,i am aware of that i am just having trouble reconciling the idea of removing a fundamental right based on a misdemeanor conviction and was wondering if there is similar precedent elsewhere,could it be that the supreme court does not view the right protected by the second amendment as being fundamental \? this is the same court that said that only guns in common use are protected by the second amendment that tells me the supreme court does n't think the right to bear arms is as fundamental as other rights protected by the bill of rights the protection of a newspaper by freedom of the press does not depend on the newspaper being in common use,gun control,0,1,0,0
527@4,seems to me that people dont really care about how the baby feels it has just as much feeling as the mother,"given that the fetus can feel no pain \( in the vast majority of abortions \) , whose pain should i be concerned about \? even if it could , why would its pain be more worthy of protection than the mother 's \?",abortion,0,1,0,0
527@5,"these types of verses are anthropomorphic in nature , meaning that the writer is attributing human characteristics to god",is that not the whole impetus of the intelligent design movement \?,evolution,0,1,0,0
